realDep,routes,match,nTrans,wk,iv,wt,nwk,tiv,id,ntiv,aux,ov,tt,cost,tway,matchiv,matchaux,compProp,PS
453,902_21,1,1,9.96,37,8.04,0,12,10557,25,9.96,18.0,55.0,65.0,1,37,9.96,1.1016949152542372,0.0
433,94,0,0,5.0,13,8.0,4,0,10559,13,9.0,17.0,30.0,30.0,0,19,13.0,1.0,0.026157
447,902,1,0,8.0,19,5.0,5,19,10559,0,13.0,18.0,37.0,37.0,1,19,13.0,1.2333333333333334,0.0
424,353,0,0,5.0,18,11.0,4,0,10559,18,9.0,20.0,38.0,38.0,0,19,13.0,1.2666666666666666,0.125178
429,363,0,0,5.0,18,11.0,4,0,10559,18,9.0,20.0,38.0,38.0,0,19,13.0,1.2666666666666666,0.125178
420,902,0,0,17.0,18,5.0,0,18,10560,0,17.0,22.0,40.0,40.0,1,20,6.8,1.0,0.077426
420,67_902,0,1,6.5,22,11.5,0,6,10560,16,6.5,18.0,40.0,50.0,1,20,6.8,1.25,0.0
444,65_902,1,1,6.8,20,13.2,0,18,10560,2,6.8,20.0,40.0,50.0,1,20,6.8,1.25,0.003082
431,921_902,1,1,12.24,28,6.76,0,28,10562,0,12.24,19.0,47.0,57.0,1,28,12.24,1.0,0.04621
442,65_921_902,0,2,6.22,30,12.78,0,28,10562,2,6.22,19.0,49.0,69.0,1,28,12.24,1.2105263157894737,0.038508
523,902_75,1,1,7.74,44,7.26,0,29,10565,15,7.74,15.0,59.0,69.0,1,44,7.74,1.0,0.026157
523,902_62_75,0,2,7.74,44,7.26,0,29,10565,15,7.74,15.0,59.0,79.0,1,44,7.74,1.144927536231884,0.026157
511,902_3_75,0,2,9.84,45,7.16,0,29,10565,16,9.84,17.0,62.0,82.0,1,44,7.74,1.1884057971014492,0.025549
472,21_902,1,1,8.16,27,7.84,0,12,10567,15,8.16,16.0,43.0,53.0,1,27,8.16,1.0,0.036663
486,21,0,0,17.0,33,6.0,0,0,10567,33,17.0,23.0,56.0,56.0,0,27,8.16,1.0566037735849056,0.02155
498,21_94,0,1,20.48,21,6.52,0,0,10567,21,20.48,27.0,48.0,58.0,0,27,8.16,1.0943396226415094,0.042319
504,94_68,0,1,1.62,49,15.38,9,0,10568,49,10.620000000000001,26.0,75.0,85.0,0,56,15.0,1.0,0.008559
528,902_68,1,1,2.0,56,9.0,13,21,10568,35,15.0,24.0,80.0,90.0,1,56,15.0,1.0588235294117647,0.019254
503,21_94_68,0,2,3.1,52,13.9,7,0,10568,52,10.1,24.0,76.0,96.0,0,56,15.0,1.1294117647058823,0.008061
531,63_902_68,0,2,2.96,54,10.04,10,19,10568,35,12.96,23.0,77.0,97.0,1,56,15.0,1.1411764705882352,0.01899
515,902_63,1,1,2.88,32,6.12,0,16,10569,16,2.88,9.0,41.0,51.0,1,32,2.88,1.0,0.02666
503,902_70,0,1,4.28,32,7.72,0,19,10569,13,4.28,12.0,44.0,54.0,1,32,2.88,1.0588235294117647,0.022383
491,21_63,0,1,0.0,40,10.0,0,0,10569,40,0.0,10.0,50.0,60.0,0,32,2.88,1.1764705882352942,0.014146
485,67,0,0,13.0,24,11.0,0,0,10571,24,13.0,24.0,48.0,48.0,0,24,21.0,1.0,0.0
510,902,1,0,21.0,24,6.0,0,24,10571,0,21.0,27.0,51.0,51.0,1,24,21.0,1.0625,0.057762
489,67_902,0,1,9.56,27,11.44,0,24,10571,3,9.56,21.0,48.0,58.0,1,24,21.0,1.2083333333333333,0.038508
453,74_902,1,1,4.82,27,9.18,0,14,10576,13,4.82,14.0,41.0,51.0,1,27,4.82,1.0,0.0
450,74_921_21,0,2,3.36,20,9.64,0,8,10576,12,3.36,13.0,33.0,53.0,1,27,4.82,1.0392156862745099,0.0
527,902,1,0,8.0,9,6.0,0,9,10581,0,8.0,14.0,23.0,23.0,1,9,8.0,1.0,0.173231
502,21_902,0,1,6.68,9,8.32,0,9,10581,0,6.68,15.0,24.0,34.0,1,9,8.0,1.4782608695652173,0.115518
502,21_17,0,1,3.94,48,8.06,0,0,10582,48,3.94,12.0,60.0,70.0,0,53,5.86,1.0,0.0
492,902_17,1,1,5.86,53,11.14,0,25,10582,28,5.86,17.0,70.0,80.0,1,53,5.86,1.1428571428571428,0.0
560,902_63,0,1,9.88,35,6.12,0,29,10583,6,9.88,16.0,51.0,61.0,1,36,11.88,1.0,0.057822
536,902_61,1,1,11.88,36,6.12,0,29,10583,7,11.88,18.0,54.0,64.0,1,36,11.88,1.0491803278688525,0.047766
548,902_70,0,1,14.88,34,7.12,0,29,10583,5,14.88,22.0,56.0,66.0,1,36,11.88,1.0819672131147542,0.054931
537,902,1,0,14.0,21,6.0,0,21,10584,0,14.0,20.0,41.0,41.0,1,21,14.0,1.0,0.0
558,21_94,0,1,9.44,14,8.56,0,0,10584,14,9.44,18.0,32.0,42.0,0,21,14.0,1.024390243902439,0.0
558,70_902,1,1,4.72,20,14.28,0,11,10588,9,4.72,19.0,39.0,49.0,1,20,4.72,1.0,0.033007
550,63_902,0,1,16.72,21,9.28,0,11,10588,10,16.72,26.0,47.0,57.0,1,20,4.72,1.163265306122449,0.002548
636,902,1,0,12.0,35,6.0,0,35,10594,0,12.0,18.0,53.0,53.0,1,35,12.0,1.0,0.0
640,67,0,0,10.0,42,11.0,0,0,10594,42,10.0,21.0,63.0,63.0,0,35,12.0,1.1886792452830188,0.0
611,63,0,0,2.0,7,6.0,6,0,10595,7,8.0,14.0,21.0,21.0,0,8,9.0,1.0,0.01369
605,902,1,0,5.0,8,6.0,4,8,10595,0,9.0,15.0,23.0,23.0,1,8,9.0,1.0952380952380953,0.0
619,74,0,0,2.0,7,8.0,6,0,10595,7,8.0,16.0,23.0,23.0,0,8,9.0,1.0952380952380953,0.182575
600,21,0,0,2.0,7,8.0,6,0,10595,7,8.0,16.0,23.0,23.0,0,8,9.0,1.0952380952380953,0.017373
870,902_68,1,1,17.0,26,7.0,0,12,10618,14,17.0,24.0,50.0,60.0,1,26,17.0,1.0,0.065349
858,902_71,0,1,24.0,24,7.0,0,12,10618,12,24.0,31.0,55.0,65.0,1,26,17.0,1.0833333333333333,0.059673
858,902_75,0,1,26.18,22,6.82,0,14,10618,8,26.18,33.0,55.0,65.0,1,26,17.0,1.0833333333333333,0.007076
882,902_68_71,0,2,14.0,26,10.0,0,12,10618,14,14.0,24.0,50.0,70.0,1,26,17.0,1.1666666666666667,0.068586
837,902,1,0,7.0,4,6.0,0,4,10619,0,7.0,13.0,17.0,17.0,1,4,7.0,1.0,0.0
842,63,0,0,5.0,7,6.0,0,0,10619,7,5.0,11.0,18.0,18.0,0,4,7.0,1.0588235294117647,0.231046
846,61,0,0,5.0,6,8.0,0,0,10619,6,5.0,13.0,19.0,19.0,0,4,7.0,1.1176470588235294,0.231046
851,21,0,0,5.0,6,8.0,0,0,10619,6,5.0,13.0,19.0,19.0,0,4,7.0,1.1176470588235294,0.231037
834,64,0,0,5.0,7,10.0,0,0,10619,7,5.0,15.0,22.0,22.0,0,4,7.0,1.2941176470588236,0.231046
862,902,1,0,4.0,2,6.0,0,2,10620,0,4.0,10.0,12.0,12.0,1,2,4.0,1.0,0.0
876,21,0,0,7.0,4,6.0,0,0,10620,4,7.0,13.0,17.0,17.0,0,2,4.0,1.4166666666666667,0.230147
839,63,0,0,7.0,4,6.0,0,0,10620,4,7.0,13.0,17.0,17.0,0,2,4.0,1.4166666666666667,0.230147
862,902,1,0,4.0,2,6.0,0,2,10622,0,4.0,10.0,12.0,12.0,1,2,4.0,1.0,0.0
876,21,0,0,7.0,4,6.0,0,0,10622,4,7.0,13.0,17.0,17.0,0,2,4.0,1.4166666666666667,0.230147
839,63,0,0,7.0,4,6.0,0,0,10622,4,7.0,13.0,17.0,17.0,0,2,4.0,1.4166666666666667,0.230147
903,902,1,0,9.0,10,6.0,0,10,10627,0,9.0,15.0,25.0,25.0,1,10,9.0,1.0,0.0
911,698,0,0,9.0,12,6.0,0,0,10627,12,9.0,15.0,27.0,27.0,0,10,9.0,1.08,0.179375
922,774,0,0,9.0,12,6.0,0,0,10627,12,9.0,15.0,27.0,27.0,0,10,9.0,1.08,0.173617
908,122_774,0,1,9.0,11,6.0,0,0,10627,11,9.0,15.0,26.0,36.0,0,10,9.0,1.44,0.173617
900,902,1,0,6.0,8,6.0,0,8,10631,0,6.0,12.0,20.0,20.0,1,8,6.0,1.0,0.0
921,6,0,0,3.0,15,10.0,0,0,10631,15,3.0,13.0,28.0,28.0,0,8,6.0,1.4,0.0
909,902_64,1,1,4.28,46,13.72,0,34,10633,12,4.28,18.0,64.0,74.0,1,46,4.28,1.0,0.000871
918,902_94_64,0,2,5.74,39,10.26,0,6,10633,33,5.74,16.0,55.0,75.0,1,46,4.28,1.0135135135135136,0.036198
906,902_353_64,0,2,5.76,41,9.24,0,8,10633,33,5.76,15.0,56.0,76.0,1,46,4.28,1.027027027027027,0.036198
987,63_902,1,1,4.72,54,6.28,0,34,10635,20,4.72,11.0,65.0,75.0,1,54,4.72,1.0,0.000433
967,70_902,0,1,4.72,54,14.28,0,34,10635,20,4.72,19.0,73.0,83.0,1,54,4.72,1.1066666666666667,0.013335
974,62_94,0,1,5.96,41,12.04,0,0,10637,41,5.96,18.0,59.0,69.0,0,47,7.06,1.0,0.033082
944,68_902,1,1,7.06,47,13.94,0,35,10637,12,7.06,21.0,68.0,78.0,1,47,7.06,1.1304347826086956,0.0
931,71_63_94,0,2,0.56,43,16.44,0,0,10637,43,0.56,17.0,60.0,80.0,0,47,7.06,1.1594202898550725,0.000797
958,902,1,0,7.0,25,6.0,0,25,10638,0,7.0,13.0,38.0,38.0,1,25,7.0,1.0,0.053319
981,3_902,0,1,4.78,26,8.22,0,25,10638,1,4.78,13.0,39.0,49.0,1,25,7.0,1.2894736842105263,0.002888
1025,902,1,0,0.0,2,6.0,3,2,10641,0,3.0,9.0,11.0,11.0,1,2,3.0,1.0,0.0
1017,121,0,0,3.0,2,6.0,2,0,10641,2,5.0,11.0,13.0,13.0,0,2,3.0,1.1818181818181819,0.0
1017,755_902,1,1,9.46,40,11.54,0,20,10648,20,9.46,21.0,61.0,71.0,1,40,9.46,1.0,0.000952
1017,755_94,0,1,14.36,35,14.64,0,0,10648,35,14.36,29.0,64.0,74.0,0,40,9.46,1.0422535211267605,0.036481
1020,2_902_68,0,2,23.7,60,8.3,0,33,10649,27,23.7,32.0,92.0,112.0,1,65,16.3,1.0,0.022417
1011,7_902_68,1,2,16.3,65,19.7,0,33,10649,32,16.3,36.0,101.0,121.0,1,65,16.3,1.0803571428571428,0.020342
992,21_63_71_68,0,3,22.62,61,11.38,0,0,10649,61,22.62,34.0,95.0,125.0,0,65,16.3,1.1160714285714286,0.000206
1143,54_3,0,1,14.26,45,13.74,0,0,10654,45,14.26,28.0,73.0,83.0,0,40,14.12,1.0,0.000412
1143,54_902,1,1,14.12,40,20.88,0,18,10654,22,14.12,35.0,75.0,85.0,1,40,14.12,1.0240963855421688,0.055522
1113,64_61_921,0,2,12.38,36,18.62,0,4,10654,32,12.38,31.0,67.0,87.0,1,40,14.12,1.0481927710843373,0.00924
1151,64_3_67,0,2,2.26,48,19.74,0,0,10654,48,2.26,22.0,70.0,90.0,0,40,14.12,1.0843373493975903,0.000108
544,5,1,0,4.0,14,5.0,0,0,10827,14,4.0,9.0,23.0,23.0,0,14,4.0,1.0,0.005728
550,923,0,0,9.0,10,5.0,0,10,10827,0,9.0,14.0,24.0,24.0,1,14,4.0,1.0434782608695652,0.116074
546,5,1,0,7.0,21,5.0,0,0,10828,21,7.0,12.0,33.0,33.0,0,21,7.0,1.0,3e-06
553,5_22,0,1,6.0,18,7.0,0,0,10828,18,6.0,13.0,31.0,41.0,0,21,7.0,1.2424242424242424,0.030137
557,923_5_22,0,2,2.0,17,8.0,0,7,10828,10,2.0,10.0,27.0,47.0,1,21,7.0,1.4242424242424243,0.034583
608,5,1,0,1.0,19,8.0,0,0,10834,19,1.0,9.0,28.0,28.0,0,19,1.0,1.0,0.002081
601,22,0,0,6.0,19,8.0,0,0,10834,19,6.0,14.0,33.0,33.0,0,19,1.0,1.1785714285714286,0.000103
604,923,0,0,16.0,19,5.0,0,19,10834,0,16.0,21.0,40.0,40.0,1,19,1.0,1.4285714285714286,0.000503
797,902,0,0,24.0,12,6.0,0,12,10846,0,24.0,30.0,42.0,42.0,1,14,24.0,1.0,0.115518
806,901,0,0,25.0,11,6.0,0,11,10846,0,25.0,31.0,42.0,42.0,1,14,24.0,1.0,0.011024
785,5,1,0,24.0,14,10.0,0,0,10846,14,24.0,34.0,48.0,48.0,0,14,24.0,1.1428571428571428,0.0
773,5,1,0,4.0,6,10.0,0,0,10847,6,4.0,14.0,20.0,20.0,0,6,4.0,1.0,0.115681
798,923,0,0,11.0,4,5.0,0,4,10847,0,11.0,16.0,20.0,20.0,1,6,4.0,1.0,0.117706
780,9,0,0,4.0,6,13.0,0,0,10847,6,4.0,17.0,23.0,23.0,0,6,4.0,1.15,0.0
779,94,0,0,8.0,4,11.0,0,0,10847,4,8.0,19.0,23.0,23.0,0,6,4.0,1.15,0.035251
850,5,1,0,13.0,16,8.0,0,0,10850,16,13.0,21.0,37.0,37.0,0,16,13.0,1.0,0.00192
880,923,0,0,25.0,19,5.0,0,19,10850,0,25.0,30.0,49.0,49.0,1,16,13.0,1.3243243243243243,0.000525
858,5,1,0,6.0,18,8.0,0,0,10851,18,6.0,14.0,32.0,32.0,0,18,6.0,1.0,0.002747
845,22,0,0,8.0,17,8.0,0,0,10851,17,8.0,16.0,33.0,33.0,0,18,6.0,1.03125,0.003043
845,923,0,0,22.0,17,5.0,0,17,10851,0,22.0,27.0,44.0,44.0,1,18,6.0,1.375,0.110971
847,923,0,0,12.0,7,5.0,0,7,10852,0,12.0,17.0,24.0,24.0,1,12,6.0,1.0,0.34491
834,22,0,0,9.0,8,8.0,0,0,10852,8,9.0,17.0,25.0,25.0,0,12,6.0,1.0416666666666667,0.216855
837,5,1,0,6.0,12,8.0,0,0,10852,12,6.0,14.0,26.0,26.0,0,12,6.0,1.0833333333333333,0.023398
836,9,0,0,10.0,8,11.0,0,0,10852,8,10.0,21.0,29.0,29.0,0,12,6.0,1.2083333333333333,0.276912
538,901_14,0,1,10.1,40,6.9,0,24,10890,16,10.1,17.0,57.0,67.0,1,42,11.1,1.0,0.03544
538,901_923,1,1,11.1,42,11.9,0,42,10890,0,11.1,23.0,65.0,75.0,1,42,11.1,1.1194029850746268,0.042319
559,901_11_923,0,2,6.76,43,8.24,0,41,10890,2,6.76,15.0,58.0,78.0,1,42,11.1,1.164179104477612,0.045705
580,901,1,0,8.0,12,6.0,0,12,10891,0,8.0,14.0,26.0,26.0,1,12,8.0,1.0,0.183102
556,74_901,0,1,2.4,13,10.6,0,12,10891,1,2.4,13.0,26.0,36.0,1,12,8.0,1.3846153846153846,0.13677
578,46_901,0,1,2.54,13,12.46,0,12,10891,1,2.54,15.0,28.0,38.0,1,12,8.0,1.4615384615384615,0.135758
619,921_901,1,1,3.98,26,7.02,0,26,10892,0,3.98,11.0,37.0,47.0,1,26,3.98,1.0,0.002548
596,74_901,0,1,9.4,28,10.6,0,16,10892,12,9.4,20.0,48.0,58.0,1,26,3.98,1.2340425531914894,0.023875
582,902_901,1,1,7.14,33,6.86,0,33,10895,0,7.14,14.0,47.0,57.0,1,33,7.14,1.0,7e-06
611,7_901,0,1,14.76,26,13.24,0,6,10895,20,14.76,28.0,54.0,64.0,1,33,7.14,1.1228070175438596,3.3e-05
657,901,1,0,17.0,14,6.0,0,14,10914,0,17.0,23.0,37.0,37.0,1,14,17.0,1.0,0.001677
655,7,0,0,5.0,27,11.0,0,0,10914,27,5.0,16.0,43.0,43.0,0,14,17.0,1.162162162162162,0.0
667,11_901,0,1,22.88,10,6.12,0,9,10914,1,22.88,29.0,39.0,49.0,1,14,17.0,1.3243243243243243,0.156672
659,14_21,0,1,3.58,29,8.42,0,0,10914,29,3.58,12.0,41.0,51.0,0,14,17.0,1.3783783783783783,0.0
677,14_901,0,1,13.68,18,9.32,0,8,10914,10,13.68,23.0,41.0,51.0,1,14,17.0,1.3783783783783783,0.05333
680,901,1,0,13.0,7,6.0,0,7,10915,0,13.0,19.0,26.0,26.0,1,7,13.0,1.0,0.0
678,9,0,0,7.0,18,11.0,0,0,10915,18,7.0,18.0,36.0,36.0,0,7,13.0,1.3846153846153846,0.0
673,7,0,0,8.0,18,11.0,0,0,10915,18,8.0,19.0,37.0,37.0,0,7,13.0,1.4230769230769231,2e-06
652,921_901,1,1,18.98,27,7.02,0,27,10919,0,18.98,26.0,53.0,63.0,1,27,18.98,1.0,0.061034
640,921_901_465,0,2,4.98,33,7.02,0,29,10919,4,4.98,12.0,45.0,65.0,1,27,18.98,1.0317460317460319,0.047736
676,921_901_904,0,2,5.06,33,7.94,0,33,10919,0,5.06,13.0,46.0,66.0,1,27,18.98,1.0476190476190477,0.047859
752,901,1,0,18.0,17,6.0,0,17,10925,0,18.0,24.0,41.0,41.0,1,17,18.0,1.0,0.077016
762,6_901,0,1,5.68,25,12.32,0,17,10925,8,5.68,18.0,43.0,53.0,1,17,18.0,1.2926829268292683,0.002719
766,901,1,0,14.0,3,6.0,0,3,10926,0,14.0,20.0,23.0,23.0,1,3,14.0,1.0,0.51986
742,901_21,0,1,7.3,4,6.7,0,3,10926,1,7.3,14.0,18.0,28.0,1,3,14.0,1.2173913043478262,0.173231
749,21,0,0,20.0,3,8.0,0,0,10926,3,20.0,28.0,31.0,31.0,0,3,14.0,1.3478260869565217,0.144396
1026,901,1,0,10.0,18,6.0,0,18,10958,0,10.0,16.0,34.0,34.0,1,18,10.0,1.0,0.077016
1038,22_901,0,1,5.36,20,8.64,0,18,10958,2,5.36,14.0,34.0,44.0,1,18,10.0,1.2941176470588236,0.057738
1083,901_10,1,1,7.7,30,12.3,0,16,10969,14,7.7,20.0,50.0,60.0,1,30,7.7,1.0,0.069315
1083,901_61_10,0,2,7.7,30,12.3,0,16,10969,14,7.7,20.0,50.0,70.0,1,30,7.7,1.1666666666666667,0.069315
1097,901_6_10,0,2,7.7,30,12.3,0,16,10969,14,7.7,20.0,50.0,70.0,1,30,7.7,1.1666666666666667,0.069315
1108,901_17_10,0,2,7.7,31,15.3,0,16,10969,15,7.7,23.0,54.0,74.0,1,30,7.7,1.2333333333333334,0.069315
378,902,1,0,5.0,35,6.0,0,35,10983,0,5.0,11.0,46.0,46.0,1,35,5.0,1.0,0.040773
377,2_902,0,1,2.34,35,9.66,0,35,10983,0,2.34,12.0,47.0,57.0,1,35,5.0,1.2391304347826086,0.036481
361,21,0,0,8.0,14,7.0,0,0,10988,14,8.0,15.0,29.0,29.0,0,14,10.0,1.0,0.0
377,902,1,0,10.0,14,6.0,0,14,10988,0,10.0,16.0,30.0,30.0,1,14,10.0,1.0344827586206897,0.0
413,74_67,0,1,11.96,30,8.04,0,0,10996,30,11.96,20.0,50.0,60.0,0,29,19.12,1.0,0.015746
435,74_902,1,1,19.12,29,11.88,0,7,10996,22,19.12,31.0,60.0,70.0,1,29,19.12,1.1666666666666667,0.018241
424,902,1,0,13.0,15,5.0,0,15,10999,0,13.0,18.0,33.0,33.0,1,15,13.0,1.0,0.122057
431,21,0,0,11.0,18,6.0,0,0,10999,18,11.0,17.0,35.0,35.0,0,15,13.0,1.0606060606060606,0.0
415,62_902,0,1,5.24,15,10.76,0,14,10999,1,5.24,16.0,31.0,41.0,1,15,13.0,1.2424242424242424,0.109529
450,67_902,0,1,5.24,15,11.76,0,14,10999,1,5.24,17.0,32.0,42.0,1,15,13.0,1.2727272727272727,0.109529
402,62_902,1,1,10.78,26,13.22,0,12,11001,14,10.78,24.0,50.0,60.0,1,26,10.78,1.0,0.025672
410,54_67,0,1,20.5,25,11.5,0,0,11001,25,20.5,32.0,57.0,67.0,0,26,10.78,1.1166666666666667,1.4e-05
430,74_921,0,1,26.72,22,8.28,0,9,11001,13,26.72,35.0,57.0,67.0,1,26,10.78,1.1166666666666667,0.0
399,67,0,0,19.0,21,10.0,0,0,11005,21,19.0,29.0,50.0,50.0,0,23,8.96,1.0,0.017773
401,3_30,0,1,3.46,25,14.54,0,0,11005,25,3.46,18.0,43.0,53.0,0,23,8.96,1.06,0.0
413,62_902,1,1,8.96,23,12.04,0,17,11005,6,8.96,21.0,44.0,54.0,1,23,8.96,1.08,0.063303
387,3_902,0,1,8.96,21,14.04,0,17,11005,4,8.96,23.0,44.0,54.0,1,23,8.96,1.08,0.063303
397,62_3_67,0,2,5.24,26,11.76,0,0,11005,26,5.24,17.0,43.0,63.0,0,23,8.96,1.26,0.014604
426,5,1,0,1.0,8,11.0,0,0,11007,8,1.0,12.0,20.0,20.0,0,8,1.0,1.0,0.091551
432,721,0,0,1.0,10,10.0,0,0,11007,10,1.0,11.0,21.0,21.0,0,8,1.0,1.05,0.091551
430,923_5,0,1,1.0,7,8.0,0,2,11007,5,1.0,9.0,16.0,26.0,1,8,1.0,1.3,0.109861
420,923,0,0,15.0,6,5.0,0,6,11007,0,15.0,20.0,26.0,26.0,1,8,1.0,1.3,0.616131
434,902,1,0,5.0,25,6.0,0,25,11010,0,5.0,11.0,36.0,36.0,1,25,5.0,1.0,0.053319
442,901_902,0,1,5.0,25,10.0,0,25,11010,0,5.0,15.0,40.0,50.0,1,25,5.0,1.3888888888888888,0.053319
429,21,0,0,5.0,22,6.0,0,0,11015,22,5.0,11.0,33.0,33.0,0,18,11.0,1.0,0.0
421,902,1,0,11.0,18,6.0,0,18,11015,0,11.0,17.0,35.0,35.0,1,18,11.0,1.0606060606060606,0.0
416,2,1,0,11.0,5,6.0,0,0,11017,5,11.0,17.0,22.0,22.0,0,5,11.0,1.0,0.138092
433,67,0,0,13.0,5,10.0,0,0,11017,5,13.0,23.0,28.0,28.0,0,5,11.0,1.2727272727272727,0.135417
422,902,0,0,22.0,2,6.0,0,2,11017,0,22.0,28.0,30.0,30.0,1,5,11.0,1.3636363636363635,0.0
488,902,1,0,15.0,17,6.0,0,17,11020,0,15.0,21.0,38.0,38.0,1,17,15.0,1.0,0.0
491,63,0,0,7.0,30,6.0,0,0,11020,30,7.0,13.0,43.0,43.0,0,17,15.0,1.131578947368421,0.0
491,67,0,0,7.0,29,11.0,0,0,11020,29,7.0,18.0,47.0,47.0,0,17,15.0,1.236842105263158,0.0
479,902,1,0,6.0,7,6.0,0,7,11025,0,6.0,12.0,19.0,19.0,1,7,6.0,1.0,0.0
504,3,0,0,6.0,9,10.0,0,0,11025,9,6.0,16.0,25.0,25.0,0,7,6.0,1.3157894736842106,0.078086
490,67,0,0,10.0,7,11.0,0,0,11025,7,10.0,21.0,28.0,28.0,0,7,6.0,1.4736842105263157,0.138626
449,54_902,0,1,9.12,37,12.88,0,14,11031,23,9.12,22.0,59.0,69.0,1,41,9.12,1.0,0.049902
479,64_902,1,1,9.12,41,14.88,0,14,11031,27,9.12,24.0,65.0,75.0,1,41,9.12,1.0869565217391304,0.0
479,54_94,0,1,18.0,34,17.0,0,0,11031,34,18.0,35.0,69.0,79.0,0,41,9.12,1.144927536231884,0.064436
485,902,1,0,4.0,12,6.0,0,12,11033,0,4.0,10.0,22.0,22.0,1,12,4.0,1.0,0.0
471,67,0,0,3.0,18,11.0,0,0,11033,18,3.0,14.0,32.0,32.0,0,12,4.0,1.4545454545454546,0.0
482,902,1,0,6.0,4,6.0,0,4,11039,0,6.0,12.0,16.0,16.0,1,4,6.0,1.0,0.0
480,121,0,0,11.0,3,6.0,0,0,11039,3,11.0,17.0,20.0,20.0,0,4,6.0,1.25,0.0
481,122,0,0,14.0,2,6.0,0,0,11039,2,14.0,20.0,22.0,22.0,0,4,6.0,1.375,0.173287
504,2,0,0,14.0,2,6.0,0,0,11039,2,14.0,20.0,22.0,22.0,0,4,6.0,1.375,0.346574
546,21_902,0,1,5.16,34,12.84,0,12,11054,22,5.16,18.0,52.0,62.0,1,38,6.94,1.0,0.018734
538,21_63,0,1,14.0,33,8.0,0,0,11054,33,14.0,22.0,55.0,65.0,0,38,6.94,1.0483870967741935,0.015746
516,22_902,1,1,6.94,38,13.06,0,27,11054,11,6.94,20.0,58.0,68.0,1,38,6.94,1.096774193548387,0.0
609,902,0,0,10.0,7,6.0,0,7,11087,0,10.0,16.0,23.0,23.0,1,6,21.0,1.0,0.173231
610,698,0,0,7.0,15,6.0,0,0,11087,15,7.0,13.0,28.0,28.0,0,6,21.0,1.2173913043478262,0.00231
623,2,1,0,21.0,6,6.0,0,0,11087,6,21.0,27.0,33.0,33.0,0,6,21.0,1.434782608695652,0.184117
608,22_902,0,1,7.46,8,8.54,0,7,11087,1,7.46,16.0,24.0,34.0,1,6,21.0,1.4782608695652173,0.011003
615,63_902,1,1,6.72,27,9.28,0,11,11088,16,6.72,16.0,43.0,53.0,1,27,6.72,1.0,0.0
603,70_902,0,1,13.12,28,13.88,0,9,11088,19,13.12,27.0,55.0,65.0,1,27,6.72,1.2264150943396226,1.3e-05
631,5,1,0,11.0,7,4.0,0,0,11090,7,11.0,15.0,22.0,22.0,0,7,11.0,1.0,3e-06
624,923,0,0,18.0,4,5.0,0,4,11090,0,18.0,23.0,27.0,27.0,1,7,11.0,1.2272727272727273,0.025672
617,902,1,0,21.0,25,6.0,0,25,11097,0,21.0,27.0,52.0,52.0,1,25,21.0,1.0,0.084509
634,71_902,0,1,13.94,27,6.06,0,25,11097,2,13.94,20.0,47.0,57.0,1,25,21.0,1.0961538461538463,0.068663
608,3,0,0,12.0,35,11.0,0,0,11097,35,12.0,23.0,58.0,58.0,0,25,21.0,1.1153846153846154,0.0
637,68_902,0,1,13.18,27,15.82,0,25,11097,2,13.18,29.0,56.0,66.0,1,25,21.0,1.2692307692307692,0.064614
605,923,0,0,16.0,4,5.0,0,4,11104,0,16.0,21.0,25.0,25.0,1,5,25.0,1.0,0.0
621,5,1,0,25.0,5,5.0,0,0,11104,5,25.0,30.0,35.0,35.0,0,5,25.0,1.4,0.0
678,923,0,0,12.0,30,5.0,0,30,11119,0,12.0,17.0,47.0,47.0,1,35,12.0,1.0,0.040774
662,22,0,0,11.0,34,8.0,0,0,11119,34,11.0,19.0,53.0,53.0,0,35,12.0,1.127659574468085,0.0
653,5,1,0,12.0,35,8.0,0,0,11119,35,12.0,20.0,55.0,55.0,0,35,12.0,1.1702127659574468,0.0
664,722_923,0,1,6.18,32,12.82,0,30,11119,2,6.18,19.0,51.0,61.0,1,35,12.0,1.297872340425532,0.034729
743,2_6,1,1,6.0,35,7.0,0,0,11150,35,6.0,13.0,48.0,58.0,0,35,6.0,1.0,5e-06
759,5_515,0,1,4.86,36,8.14,0,0,11150,36,4.86,13.0,49.0,59.0,0,35,6.0,1.0172413793103448,0.0
719,2_4,0,1,18.0,29,7.0,0,0,11150,29,18.0,25.0,54.0,64.0,0,35,6.0,1.103448275862069,0.0
732,5_904_515,0,2,6.84,29,10.16,0,15,11150,14,6.84,17.0,46.0,66.0,1,35,6.0,1.1379310344827587,0.001254
795,5,1,0,7.0,19,10.0,0,0,11171,19,7.0,17.0,36.0,36.0,0,19,7.0,1.0,0.09902
778,923_5,0,1,7.0,15,9.0,0,7,11171,8,7.0,16.0,31.0,41.0,1,19,7.0,1.1388888888888888,0.126026
808,5_14,0,1,8.0,17,7.0,0,0,11171,17,8.0,15.0,32.0,42.0,0,19,7.0,1.1666666666666667,0.089712
817,5_923,0,1,8.0,16,8.0,0,5,11171,11,8.0,16.0,32.0,42.0,1,19,7.0,1.1666666666666667,0.103102
793,923,0,0,16.0,21,5.0,0,21,11172,0,16.0,21.0,42.0,42.0,1,25,3.0,1.0,4.2e-05
783,5_923,0,1,3.0,21,9.0,0,5,11172,16,3.0,12.0,33.0,43.0,1,25,3.0,1.0238095238095237,0.055451
