,Model71,Model77,Model89,Model104,Model116
10649,0.7681798338890076,0.9945541620254517,0.550407886505127,0.986268937587738,0.9997987151145935
10825,8.711117516213562e-08,9.977497938962188e-07,1.3036979229233495e-16,0.01755882427096367,2.6997881263923773e-08
10827,9.633981790102553e-06,4.597411518147965e-08,1.0782591775693314e-15,0.0015888347988948226,5.057785267543647e-17
10834,2.843434598887029e-09,1.0820434681590996e-06,8.978748994303842e-11,0.3676283359527588,6.489267434517387e-06
10837,5.6538292483310215e-06,1.6704458555147255e-18,4.2606397983036e-06,4.1619802004788653e-07,2.4572615942020093e-08
10843,5.77362698095385e-05,2.0217576093273237e-05,0.0036705953534692526,0.00999845564365387,0.2955821454524994
10846,0.026492903009057045,0.00019512117432896048,4.441725209858305e-08,0.004663442261517048,0.00020402565132826567
10847,2.6830848307013433e-11,1.7938507623771471e-10,1.079862158803735e-06,0.006566905882209539,4.931239345751237e-06
10850,8.44441473113233e-18,7.139504227605426e-18,2.599750459353345e-08,0.004794595763087273,1.3231279183401057e-08
10851,6.392083378159441e-07,9.377336596116947e-07,2.0629475518977664e-16,0.009516838937997818,2.596633976281737e-06
10852,8.209792302362948e-15,6.393134058848811e-15,0.07213964313268661,0.0009201518842019141,3.704341470204967e-15
10875,0.00016090688586700708,1.1972482727440337e-10,0.46775349974632263,0.9975661039352417,0.9974822402000427
10883,0.9999680519104004,1.194137427829034e-10,0.9638911485671997,0.9998688697814941,2.04907770751106e-08
10894,1.0,3.6183944479440976e-29,0.9638911485671997,1.0,0.9982958436012268
10895,2.996007060573902e-05,0.9847619533538818,0.7546857595443726,0.9999740123748779,2.102773350998177e-06
10919,0.9833232760429382,1.0,1.0,1.0,0.9883251190185547
10926,1.0,1.0,0.9961031675338745,1.0,1.0
10942,1.0,1.0,0.4816981554031372,1.0,0.9022221565246582
10960,1.0,1.0,0.999998927116394,1.0,1.0
10969,1.0,1.0,0.9895226359367371,1.0,1.0
10983,1.0,0.9999837875366211,0.9999456405639648,1.0,1.0
10988,0.9626837968826294,0.9895911812782288,0.5450226068496704,0.9784888029098511,0.9946264624595642
10993,1.0,1.0,0.8407059907913208,0.9999998807907104,1.0
10999,0.8616588115692139,1.0,0.9999266862869263,0.9552162885665894,0.9999281167984009
11001,0.049703989177942276,3.4188312838523416e-06,0.35441988706588745,0.19706778228282928,0.10382779687643051
11005,0.00012331741163507104,0.9999998807907104,0.8545664548873901,0.8650285005569458,0.9949851036071777
11007,9.320553682600533e-18,1.1312432186338877e-31,5.306561301487989e-10,1.4033645122715765e-12,5.840857282589033e-37
11010,0.6837143301963806,1.0,0.9982044696807861,0.9999997615814209,0.6154446005821228
11017,3.5727505646425536e-41,1.4493063641895508e-32,3.6459316456096385e-33,4.6348078153179983e-10,2.340999640962356e-23
11020,0.9422934055328369,1.0,0.5340956449508667,1.0,0.9964879751205444
11022,1.8410349911235357e-09,1.6258257015525947e-14,0.0022286802995949984,0.0031266731675714254,3.507264256796816e-09
11023,0.0003521831822581589,1.5961601354623343e-17,0.2027553915977478,0.0012072944082319736,0.00023531436454504728
11025,0.480863094329834,5.482791311806068e-05,0.8887630701065063,0.9911805987358093,0.7443299889564514
11033,0.999846339225769,1.0,0.9999828338623047,0.9998953342437744,0.9728853106498718
11039,0.9999436140060425,1.0,1.0,1.0,0.9702128767967224
11054,0.98696368932724,0.9975292086601257,0.9642878174781799,0.999961256980896,0.9999936819076538
11076,1.4056899644288023e-08,3.235754201400848e-17,0.002829083940014243,0.06321162730455399,5.0678125335509455e-23
11087,1.451982188882539e-05,0.05233388394117355,0.4186690151691437,0.001186654670163989,9.507583627055283e-07
11090,1.8508990583292108e-33,1.6669425614163282e-28,4.146102609999501e-15,0.00014496533549390733,1.7916539363227457e-08
11097,0.0,0.0,8.107912914583392e-42,1.0,9.5766949155661e-19
11104,9.795713413041085e-05,3.303625462081072e-08,2.5584115010998261e-26,2.4936047671175743e-10,6.802050478427191e-09
11105,0.25979018211364746,0.9999879598617554,0.8670240640640259,0.7905363440513611,0.14552433788776398
11107,0.9945722222328186,0.9999809265136719,0.9997807145118713,0.9929144382476807,0.9999547004699707
11133,0.4566587507724762,0.0003909202932845801,0.9408250451087952,0.5804451107978821,0.08534469455480576
11150,4.0241999954560015e-08,1.3722238456637115e-08,4.580568572250571e-24,0.005792028270661831,2.0093997646353223e-11
11158,3.973711045546224e-06,3.7514244155545384e-08,8.909773085711889e-23,0.02125238999724388,1.6890102989535746e-16
11163,3.025402634849756e-15,1.1354047816495076e-19,1.886363598657681e-08,0.001114250859245658,8.063881864472933e-07
11172,4.7629746404709294e-05,3.269804693672995e-08,1.1263083847733305e-24,0.01161906961351633,4.624284932271896e-44
11195,2.1491251974651432e-14,1.4401432054000907e-05,3.060775667444516e-21,0.0001826239749789238,8.478572271997109e-05
11206,0.9999920129776001,0.9995796084403992,0.9638911485671997,0.9751998782157898,0.9999988079071045
11222,2.066131855826825e-06,8.734076982364058e-05,0.10512708872556686,1.7486737058369783e-10,7.222606654977426e-06
11254,1.0,0.0002334385790163651,0.8509041666984558,1.0,0.09851332008838654
11256,0.9999938011169434,0.9999289512634277,0.9782705307006836,0.999998927116394,0.9654871225357056
11264,1.0352143817726756e-06,0.06347312033176422,9.279447002463748e-12,0.020913029089570045,1.267382110370363e-08
11303,0.9920530319213867,0.9851080775260925,0.9999377727508545,0.877159595489502,9.747316731534283e-09
11306,1.7395841496181674e-06,0.021223723888397217,0.668340802192688,0.023701980710029602,0.0024406963493674994
11316,0.9999990463256836,1.0,1.0,1.0,0.9999626874923706
11326,0.007963843643665314,0.9998732805252075,0.7084662914276123,0.4494524300098419,0.36008593440055847
11331,0.9999994039535522,0.9999978542327881,0.9999973773956299,1.0,0.9999915361404419
11333,0.9999997615814209,1.0,0.8190656304359436,1.0,0.7716780304908752
11343,9.535710636530027e-21,3.1929964043869025e-14,3.503238823164556e-13,5.551607461026374e-17,1.613665696561812e-14
11363,2.580873078868785e-30,1.4541783469893942e-19,2.4254681596502792e-11,1.4221579469619883e-10,3.605033589357265e-12
11364,0.9999839067459106,1.0,0.9988345503807068,1.0,0.9954808950424194
11365,0.6885831356048584,0.9995608925819397,0.9638911485671997,1.0,0.9995760321617126
11371,3.4725625153164685e-10,1.5394940530710777e-11,3.291492612333968e-05,0.006029477342963219,8.68897753747433e-09
11375,3.394942338191768e-29,4.136435449212854e-22,1.0167799761873209e-13,0.0014404846588149667,4.360806524293631e-21
11380,0.7626190185546875,2.007690238017834e-12,0.9815536737442017,0.999936580657959,0.9994317889213562
11385,0.2902448773384094,1.5680951329088977e-11,0.03355998918414116,7.614985031434429e-13,6.068611355658504e-07
11387,0.9999969005584717,0.9729106426239014,0.8457662463188171,1.0,1.0
11388,0.9798967242240906,1.0,0.9946297407150269,1.0,0.9999986886978149
11398,0.9999914169311523,0.9999998807907104,0.6983428597450256,0.9999966621398926,0.9763153791427612
11400,0.9843119978904724,0.9999637603759766,0.9970595240592957,0.9999610185623169,1.0
11412,1.0,1.0,1.0,1.0,1.0
11416,0.8974266648292542,0.9999860525131226,0.766549825668335,0.9983885288238525,0.9919151067733765
11427,0.9999998807907104,1.0,1.0,1.0,1.0
11430,0.9399288892745972,1.0300682617980783e-07,0.759183406829834,1.0,0.05721047893166542
11438,1.0,1.0,0.9666833281517029,1.0,1.0
11443,0.8727872371673584,0.9999732971191406,0.9282540082931519,1.0,0.9942019581794739
11445,1.0,1.0,1.0,1.0,1.0
11450,0.019967379048466682,0.039901383221149445,0.7953853607177734,0.23885151743888855,0.08613340556621552
11457,1.0,1.0,0.9999951124191284,1.0,1.0
11460,4.149540711040345e-09,2.4437141199484813e-10,9.645675191904957e-08,0.008494089357554913,6.829246057549199e-09
11479,1.0,1.0,1.0,1.0,1.0
11480,3.7652890227946045e-07,4.29332749263267e-06,1.2479660666697728e-16,0.000688922475092113,0.00037439048173837364
11486,0.9951398372650146,0.9999995231628418,0.8270485401153564,1.0,0.9999997615814209
11490,2.243398235671557e-21,1.8885973276618704e-21,5.991453353654843e-20,6.972190476517426e-06,8.574867391095061e-35
11492,1.1025586843516066e-07,3.1363844755105674e-05,1.0463419020112497e-10,1.6195173601504472e-15,1.2433167559736114e-12
11495,0.043006256222724915,1.3060781611784478e-07,6.1775526773999445e-06,0.00013044773368164897,9.090455499460859e-09
11496,2.7004433411637052e-11,1.7004040397949893e-09,0.09094229340553284,0.03327871114015579,0.17858624458312988
11497,0.002393404021859169,0.039168503135442734,0.29689648747444153,0.5948479771614075,0.15422874689102173
11499,3.010791774415481e-23,2.162678201316998e-22,2.337638034077827e-05,0.006581554654985666,0.001917000743560493
11507,0.5141931176185608,1.0,0.5941608548164368,0.9839290380477905,0.18858884274959564
11509,0.9945043325424194,1.0,0.9999451637268066,1.0,1.0
11518,0.15814203023910522,0.0008422381361015141,1.149561999411186e-12,0.004385479260236025,0.07292444258928299
11534,1.484724343470134e-08,5.530559519684175e-06,8.069054786988153e-21,0.8341090679168701,1.7725899914555754e-10
11535,0.9936515092849731,8.540022378156209e-08,0.8145120739936829,1.0,0.9812907576560974
11536,1.0,1.0,0.941880464553833,1.0,1.0
11537,0.9999995231628418,1.0,0.9966874718666077,1.0,0.5728118419647217
11545,3.244429842702339e-25,4.480569061488554e-19,0.00010824343917192891,1.5647729639800545e-11,0.9931409955024719
11554,0.8629536628723145,1.0,0.9638911485671997,1.0,1.0
11558,1.0,1.0,0.9638911485671997,1.0,0.9987964630126953
11560,0.9999998807907104,1.0,0.9999997615814209,0.9988935589790344,0.9999998807907104
11569,4.374401396667338e-10,5.660951473583024e-17,0.007343702018260956,7.865227024360377e-13,2.5479181203991175e-05
11581,2.495168303084938e-07,0.004791852552443743,5.603802856057882e-05,0.020396441221237183,0.00275016319938004
11584,0.9860914349555969,0.9998823404312134,0.9997430443763733,1.0,0.9912950992584229
11587,0.0004951237933710217,3.0575502130147925e-09,7.794306533526196e-09,6.821815681790078e-12,0.013199727982282639
11608,0.37959226965904236,1.0,0.9999984502792358,1.0,1.0
11612,1.6517273252247833e-05,8.616878044431786e-11,1.0,4.1532652517162205e-07,0.17704840004444122
11613,0.987690806388855,1.6188790585847102e-10,0.8861548900604248,0.9773311018943787,0.9999959468841553
11615,0.9999994039535522,0.9979051351547241,2.5113114712760343e-11,0.9992610812187195,6.963197113156254e-24
11643,0.9999938011169434,1.0,1.0,1.0,0.013590911403298378
11654,9.916127991212127e-23,3.2204976463390267e-09,1.0872091706914944e-06,5.3318998521900696e-12,1.4925522009434644e-05
11671,8.123209327415282e-10,0.04497388377785683,0.5942776203155518,1.2211959301566822e-06,0.02160363644361496
11785,1.0,1.0,1.0,1.0,1.0
11806,0.9998639822006226,1.0,0.9995543360710144,0.9999998807907104,0.9999369382858276
11841,0.07272358983755112,1.0,1.0,1.0,1.0
11843,1.0,1.0,0.9999998807907104,1.0,1.0
11856,0.28708121180534363,0.038660380989313126,0.9583977460861206,0.25670501589775085,0.006662748754024506
11892,0.03243809938430786,2.154610911020427e-06,0.00047468708362430334,0.017371805384755135,0.058952465653419495
11893,0.6282383799552917,0.9983206391334534,0.74684077501297,0.7293169498443604,0.4156841039657593
11898,0.9937940835952759,0.9999990463256836,0.9934808015823364,0.994569718837738,0.7478637099266052
11904,0.7989296317100525,2.830352308080819e-08,0.5854113698005676,0.9992913007736206,0.9896425604820251
11909,0.9310235381126404,0.9999958276748657,0.7900627851486206,0.9993959665298462,0.7861316204071045
11930,0.9996687173843384,9.997616956525235e-08,3.17598794485896e-11,1.0,0.968137800693512
11942,0.9897747039794922,1.0,0.9994427561759949,1.0,1.0
11985,0.9998588562011719,0.998431384563446,0.4436703622341156,0.5536660552024841,0.9896993041038513
11986,0.9999953508377075,1.0,0.9978654980659485,0.999998927116394,0.989173173904419
11990,0.0007584528648294508,0.12835925817489624,0.33533915877342224,0.006590411998331547,0.0008058510138653219
12000,1.0,1.0,0.9834729433059692,1.0,0.9932373762130737
12004,0.9999817609786987,1.0,0.9827749133110046,0.9999998807907104,0.9860434532165527
12009,0.999907374382019,0.9999896287918091,0.5844303369522095,0.9989709854125977,1.0
12017,0.5056963562965393,0.9995535016059875,0.5118799209594727,0.9843425750732422,0.8074361681938171
12026,1.0,1.0,0.9957669973373413,0.9991241097450256,0.9032942056655884
12028,0.9989460110664368,1.0,0.651775062084198,0.9999977350234985,0.9927319884300232
12034,0.6601082682609558,0.9974440336227417,0.9207618236541748,1.0,0.9985085129737854
12037,0.5306784510612488,0.06993424147367477,0.7185030579566956,0.7929725050926208,0.5983243584632874
12042,0.9971656203269958,1.0,0.9999387264251709,0.9987862706184387,0.999603807926178
12043,0.999998927116394,1.0,1.0,1.0,0.9999576807022095
12046,1.0,1.0,1.0,1.0,0.9996978044509888
12053,0.9996330738067627,1.0,0.9877814054489136,1.0,0.9987200498580933
12055,1.0,1.0,0.999997615814209,0.9999998807907104,0.9763668179512024
12062,1.8859081844465643e-14,0.9999418258666992,3.5344599469411264e-10,0.9999995231628418,6.135036869636679e-07
12068,1.0,1.0,0.9999996423721313,1.0,0.9999995231628418
12070,2.9456231231961283e-07,2.16059652302647e-06,4.91702784699799e-16,0.8617106080055237,7.30611246504402e-17
12093,0.9983457326889038,1.3805477871997596e-09,0.9459741115570068,0.999874472618103,0.984392523765564
12094,0.9993700385093689,0.9996418952941895,0.6698756217956543,0.9999991655349731,0.7993718385696411
12095,0.9940330386161804,0.9999996423721313,0.9783756136894226,1.0,0.9970447421073914
12102,1.0,1.0,1.0,1.0,0.9999997615814209
12115,1.0,0.9999986886978149,0.9999431371688843,1.0,1.0
12116,5.414610426690558e-10,0.028092367574572563,0.5593653321266174,5.371717634261586e-06,0.017105596140027046
12121,1.0,1.0,0.9638911485671997,1.0,0.9999417066574097
12122,0.999908447265625,1.0,0.4831823706626892,0.9991254210472107,0.9492453336715698
12124,7.778196258870376e-27,4.490203001084048e-11,0.6117661595344543,8.468106077463844e-11,1.551111381559167e-07
12130,1.0,0.9882886409759521,0.9999281167984009,1.0,0.9997994303703308
12131,0.988463819026947,1.0,0.9999587535858154,1.0,1.0
12132,0.858467161655426,0.9938680529594421,0.9245645999908447,0.9995900988578796,0.15031647682189941
12134,0.9999997615814209,0.9999998807907104,0.9998389482498169,1.0,1.0
12137,0.9994632601737976,1.0,0.9966360330581665,1.0,0.9945842623710632
12139,0.9812026023864746,1.0,0.999640703201294,0.9999972581863403,0.6217361688613892
12144,0.6837143301963806,1.0,0.9982044696807861,0.9999997615814209,0.6154446005821228
12149,7.650025046986007e-17,0.012484871782362461,0.001414978178218007,1.1923782276660968e-21,2.1591736398818284e-08
12160,1.0,6.07396403139171e-13,1.0,1.0,0.00021668450790457428
12169,0.9999995231628418,1.0,0.9999868869781494,1.0,0.9757575392723083
12171,0.000991382054053247,0.999885082244873,7.658653984436714e-13,0.9999650716781616,0.972572386264801
12188,0.9999998807907104,1.0,1.0,1.0,1.0
12190,0.9999946355819702,0.9999998807907104,0.654502809047699,0.9867765307426453,0.9980839490890503
12214,1.0,0.9999966621398926,0.6684017181396484,0.9999754428863525,1.0
12218,0.13623535633087158,0.0011537973769009113,3.145544178551063e-05,7.112343070048155e-08,0.00326701276935637
12227,0.9959055185317993,1.8722786876423925e-07,3.483408561599788e-10,0.9978083968162537,1.9026666908672496e-09
12235,0.11889271438121796,0.008098045364022255,0.012256257236003876,0.07051229476928711,0.07598605751991272
12243,0.0002028548187809065,4.199855574427147e-09,6.033505695057784e-09,3.6109156553720823e-06,1.7148147895963043e-18
12246,1.0151259268901742e-34,4.007891241109007e-12,3.4354474560266413e-13,2.6088050969126934e-16,1.6096367971840664e-07
12247,0.0010706317843869328,0.014136789366602898,0.2791867256164551,0.013777252286672592,0.006379748694598675
12254,4.3436416490294505e-06,5.390522801462794e-07,0.5817920565605164,9.564876381773502e-05,0.04956437647342682
12255,1.0858194139806222e-18,0.00024666261742822826,1.6288235201500356e-05,9.47676381812812e-10,1.3889855545770993e-18
12262,5.028119630878791e-06,0.00019977218471467495,0.0009618715848773718,0.015473909676074982,0.18483954668045044
12269,2.0333609995759616e-07,1.4494005931303185e-17,6.949712472170688e-10,1.0,2.3280776417777815e-08
12279,0.0025428133085370064,7.51976120261233e-11,0.5343252420425415,0.22013355791568756,9.187476280203555e-06
12281,0.0007607670268043876,2.0040912204422057e-05,2.3860077362769516e-06,3.0599910134926486e-15,0.028976524248719215
12283,3.316678339615464e-05,0.0009618322364985943,0.6832072138786316,5.771859434844373e-08,0.6782328486442566
12293,1.0669928940387763e-07,0.0031412304379045963,0.009680177085101604,0.404369592666626,0.22434581816196442
12298,2.8912514743462125e-11,2.7727819404738574e-16,4.601428997830226e-07,0.048451878130435944,3.043065601140613e-15
12323,0.007139089982956648,8.379788529744303e-10,0.39910146594047546,0.0043547567911446095,0.009864269755780697
12358,1.173338048943151e-08,2.776882865873631e-07,3.4480188332963735e-05,0.010137069039046764,0.031325165182352066
12360,5.77362698095385e-05,2.0217576093273237e-05,0.0036705953534692526,0.00999845564365387,0.2955821454524994
12384,0.9992656111717224,3.0679493234070376e-12,0.9266421794891357,0.9999995231628418,0.9725048542022705
12388,0.007880515418946743,1.5713043467258103e-05,0.013799672946333885,0.06024546921253204,0.04031996801495552
12393,0.5418708324432373,5.620456988708611e-09,7.269680192024952e-13,0.7125730514526367,2.8953985747648403e-05
12423,8.740145041627283e-15,0.0002880011743400246,0.004350706469267607,0.01408213097602129,7.875805814979703e-18
12426,4.0473904067660216e-13,7.665468954032306e-12,0.005109534133225679,0.634723424911499,1.9581979358918034e-05
12438,9.321559628006071e-05,0.08643954992294312,0.10827108472585678,0.0003742497065104544,1.8293421817361377e-05
12443,0.9999581575393677,1.0,0.9999997615814209,1.0,0.8734422326087952
12445,0.9905685782432556,0.9999630451202393,0.07730451971292496,0.9999998807907104,0.9999816417694092
12448,0.999974250793457,1.0,0.9999996423721313,1.0,1.0
12449,1.6895688759177574e-07,7.626712594799301e-10,0.48692479729652405,3.5966320410807384e-06,0.0005487322923727334
12451,0.9999947547912598,0.999997615814209,0.9709051847457886,0.9768426418304443,0.7790501713752747
12466,0.16133533418178558,0.00014352306607179344,5.138122560310876e-06,0.11979683488607407,5.603567108988913e-16
12469,0.9952514171600342,0.9999474287033081,0.8537294268608093,0.9999926090240479,0.7305713891983032
12475,1.0,0.9999920129776001,0.6438549160957336,0.999258816242218,0.9121822714805603
12476,0.999995231628418,1.0,0.9976928234100342,1.0,0.9978801012039185
12482,0.0019613022450357676,1.6226884280712284e-09,0.17222358286380768,2.7784170015365817e-05,0.01382131315767765
12488,0.9839263558387756,1.3572122270488762e-06,1.1688173207769093e-19,0.9999498128890991,4.077516285533463e-28
12499,0.9999997615814209,1.0,0.9910076260566711,1.0,1.0
12500,4.5937061727826115e-18,1.7434368615454332e-08,2.8000154998153448e-05,2.488702577352342e-09,1.8102089995357215e-20
12515,0.9999164342880249,0.7080202102661133,0.5005250573158264,0.9999284744262695,0.9252906441688538
12517,2.357576635834773e-25,2.0463303940805902e-32,1.5413394192754857e-22,4.18325697637556e-07,6.66197298588412e-30
12537,0.9988201260566711,1.0,1.0,0.9999982118606567,1.0
12544,0.9985180497169495,1.0,1.0,1.0,0.9999998807907104
12571,1.0,1.0,1.0,1.0,0.9998993873596191
12572,3.849588647852897e-09,4.0323794792129775e-07,0.0025241023395210505,0.9995576739311218,6.987207479269841e-10
12574,0.8644278049468994,0.0008316145394928753,0.46568310260772705,0.3348555564880371,0.9984139204025269
12581,1.0,1.0,1.0,1.0,1.0
12585,0.9997863173484802,1.0,1.0,1.0,1.0
12588,1.0,2.9772459697596787e-07,0.9998774528503418,1.0,1.0
12606,0.9994412064552307,0.9999998807907104,1.3819592998927277e-21,0.9907194972038269,0.9700035452842712
12612,0.9998925924301147,1.0,5.401802322678315e-31,0.9959672689437866,9.758314815921931e-12
12614,1.63133876185384e-07,2.6005349354818463e-05,0.27800610661506653,3.913451962489489e-07,0.029550062492489815
12619,0.9979485869407654,1.0,1.0,1.0,1.0
12649,8.084542787401006e-05,1.600358132236579e-06,0.00010643648420227692,3.50649279425852e-05,0.13029028475284576
12658,0.016275063157081604,0.010049711912870407,0.47934690117836,0.19800855219364166,0.08145380020141602
12664,3.577365248474962e-07,2.461032799772056e-08,0.13646751642227173,0.0006211713771335781,0.1267794668674469
12675,0.9998916387557983,0.9999644756317139,0.5301814079284668,0.9995206594467163,0.9974861145019531
12680,1.6497631348760262e-18,9.556302421044861e-25,0.0007293886155821383,1.0,0.0025803064927458763
12688,0.6679160594940186,0.0018223848892375827,0.000128668179968372,0.7037512063980103,0.8464898467063904
12693,0.9999995231628418,1.0,0.9966874718666077,1.0,0.5728118419647217
12706,0.9707439541816711,1.0,0.8260666728019714,1.0,1.0
12710,0.9235339760780334,0.9999960660934448,0.9390475153923035,0.9610182046890259,0.5602052807807922
12716,0.9999071359634399,1.0,0.5825680494308472,1.0,0.991696834564209
12720,0.9999994039535522,1.0,0.999957799911499,1.0,0.9999996423721313
12731,0.9999873638153076,7.282047818080173e-07,0.40021198987960815,0.9955840706825256,0.9229663610458374
12732,3.459828723430952e-14,6.51114760330529e-07,4.589823561218509e-07,0.014236833900213242,6.70431209963209e-17
12741,0.012940295971930027,2.442588083795272e-06,4.700088651610201e-10,0.004275059327483177,0.12983214855194092
12743,4.0246994861529236e-19,1.740358912389943e-32,2.6764723770611454e-10,5.4247293370659685e-14,1.5975378426971752e-38
12744,1.539339211653612e-10,1.5797272823192543e-08,2.0758423820619276e-20,0.00010026994277723134,1.670443680268363e-06
12746,1.4649800505139865e-05,4.688096851168666e-06,0.4654715955257416,0.12351217865943909,0.012677125632762909
12753,4.2119829846143375e-10,9.010803990829231e-17,8.45421954664971e-09,0.0023976112715899944,7.015952489114463e-12
12758,1.0,1.0,0.9948461055755615,1.0,0.9999991655349731
12760,1.6677162038500337e-12,5.900945689063519e-05,0.516295850276947,0.10872866958379745,2.571607371493201e-10
12765,0.15833842754364014,1.0,1.0,1.0,0.05020742490887642
12767,0.9999991655349731,1.0,1.0,1.0,1.0
12768,0.9338783621788025,1.0,0.999994158744812,1.0,1.0
12769,0.9338783621788025,1.0,0.999994158744812,1.0,1.0
12773,0.056094687432050705,0.9999923706054688,0.9966294169425964,1.0,0.9664660096168518
12785,0.6931540369987488,1.0,0.9999967813491821,1.0,0.9999980926513672
12788,2.662251658274578e-14,2.584201701470712e-16,0.33799463510513306,0.0006094742566347122,3.924764769180911e-06
12793,2.15499397882013e-07,1.497948479855667e-19,0.00010585044219624251,0.0004760412557516247,9.873936589998281e-36
12797,2.8760523491655476e-05,2.0967595437808003e-18,2.5827351475324067e-22,9.797133679967374e-05,2.2310629202485337e-24
12813,0.9999992847442627,0.9999929666519165,0.6043271422386169,0.99953293800354,0.9971702694892883
12817,0.9902305006980896,1.0,0.9999960660934448,0.9999996423721313,1.0
12824,1.0,1.0,0.999994158744812,1.0,1.0
12828,2.489701671493094e-07,7.180967145359318e-07,0.00012173606228316203,0.0003374735824763775,0.0024100453592836857
12829,1.94390858965221e-09,8.23786692194517e-08,0.4518333077430725,7.525743740753425e-15,0.0016299606068059802
12832,0.0014140785206109285,8.924218377615034e-07,0.05024675652384758,0.24306176602840424,0.18329691886901855
12858,1.0,1.0,0.9998999834060669,1.0,0.9634865522384644
12861,0.9999914169311523,0.9999998807907104,0.6983428597450256,0.9999966621398926,0.9763153791427612
12863,1.3121035627360878e-18,1.4391314380191034e-06,0.9638911485671997,0.5160104632377625,0.9999740123748779
12868,0.0003224226529709995,0.04079341143369675,0.8094803690910339,9.654662486147103e-11,1.831705594668165e-05
12869,1.0,0.9999908208847046,0.754357635974884,1.0,1.0
12922,1.5889035189578929e-28,1.1162365400570488e-22,8.546834351363941e-08,0.20286941528320312,6.826436305118477e-08
12926,0.2733781933784485,2.128772575815674e-05,0.3084671199321747,0.0015165407676249743,0.008050399832427502
12936,8.087018832370063e-10,1.5906898624962196e-06,0.0020568908657878637,0.000298917613690719,6.421619502816611e-08
12940,1.4473067189157973e-09,7.208798558089313e-10,5.866824537292814e-08,5.4233805002468216e-08,2.47629065690258e-14
12946,0.015166491270065308,0.24964149296283722,0.1710357964038849,2.8365344405756332e-05,0.20886193215847015
12957,1.42298196757666e-26,1.384023948512804e-26,9.720954560922665e-16,4.173086836090079e-06,1.0106724104217405e-31
12958,1.9503482487880086e-13,2.7249886358206256e-15,1.3550496363041502e-20,0.0007477422477677464,2.0278133024487926e-24
12959,8.470725560982828e-07,1.7091473409891478e-06,3.7298962070053676e-06,1.3859808412064467e-08,4.730756937446415e-14
12971,6.482554683854124e-21,4.071628659565276e-34,7.555192132713273e-05,4.476047532619987e-09,9.135236783610473e-15
12976,1.0800736163218971e-05,5.0875716833820306e-11,0.520662784576416,6.86423391016433e-06,0.00020103981660213321
12980,0.9986432194709778,0.9999982118606567,3.1562453841615934e-06,1.0,6.692257102258736e-06
12983,0.9999748468399048,0.9999996423721313,0.7782961130142212,0.9815191030502319,0.9999674558639526
12984,1.1220470963490582e-14,7.775089461148355e-10,0.49477213621139526,0.9994860887527466,1.0130764167115558e-05
12990,1.0,0.0001784810156095773,0.6093786954879761,1.0,0.00036747162812389433
12999,2.803101396096791e-40,1.3032827262613185e-35,5.0363832997391e-05,1.5403157860305328e-08,3.229507789656654e-21
13008,0.9999399185180664,1.0,0.9999892711639404,1.0,0.9999997615814209
13023,2.489701671493094e-07,7.180967145359318e-07,0.00012173606228316203,0.0003374735824763775,0.0024100453592836857
13024,0.9999998807907104,1.0,0.9638442993164062,1.0,0.9998087286949158
13025,5.625171252177097e-05,5.890174179512542e-06,2.0684867122096329e-13,2.920354233992839e-07,7.779480393210747e-10
13031,1.3879366633773316e-06,4.1552192797666976e-09,0.026955492794513702,0.198475643992424,0.26330554485321045
13037,0.0004327473579905927,8.397682904615067e-07,0.5164395570755005,0.9998677968978882,0.0010335141560062766
13038,1.0,1.0,1.0,1.0,0.9999990463256836
13045,0.9902204275131226,0.9999620914459229,0.9783383011817932,0.9999761581420898,0.9999954700469971
13049,0.8773999810218811,1.0,4.1102438785856066e-08,1.0,0.9941412806510925
13058,1.0,1.0,0.9999992847442627,1.0,0.8246723413467407
13059,0.9999450445175171,0.5653340220451355,0.6733868718147278,1.0,0.7726178765296936
13070,0.9999998807907104,1.0,1.0,1.0,1.0
13074,1.0,0.9999998807907104,0.999976396560669,1.0,1.0
13080,0.9999403953552246,1.0,1.0,1.0,0.9790903329849243
13088,0.9814742207527161,2.5981334296745724e-20,1.9233235093452095e-07,0.9993558526039124,0.9935031533241272
13090,0.9999998807907104,0.9999970197677612,0.5924609899520874,1.0,0.9808657169342041
13092,0.9999998807907104,1.0,1.0,1.0,1.0
13096,0.9999998807907104,1.0,1.0,1.0,1.0
13160,0.00022991540026850998,1.1247754949650357e-09,0.00010130657028639689,0.4091879427433014,0.22782748937606812
13161,0.00019243729184381664,0.7460137009620667,0.9582550525665283,0.7347248792648315,6.814933062315731e-09
13162,0.999998927116394,1.0,0.5296841859817505,0.9990094900131226,0.9999743700027466
13165,0.9964975714683533,0.9996334314346313,0.7585090398788452,0.7111329436302185,0.9999133348464966
13169,0.9998927116394043,1.0,0.9238531589508057,0.9999682903289795,0.9951800107955933
13174,0.9525815844535828,0.8479835987091064,0.5411536693572998,0.997940719127655,0.9826685190200806
13180,0.9616747498512268,1.0,0.9999996423721313,1.0,1.0
13190,0.9215893149375916,2.2156968952913303e-06,0.00026253200485371053,0.9999939203262329,0.9758150577545166
13193,6.620138881530124e-10,2.338375370072865e-12,0.9600091576576233,0.9963799118995667,0.9642728567123413
13197,2.24700222621263e-15,2.5380214385736487e-23,0.005525490269064903,4.9497740975401605e-12,6.542116023531484e-40
