,Model71,Model77,Model89,Model104,Model116
182358,0.008677166886627674,0.00018264487152919173,0.389651358127594,0.28864338994026184,0.24955934286117554
182370,1.454424656560394e-16,0.0037408419884741306,0.1908976137638092,0.0014599007554352283,4.993684354914762e-10
182396,0.1595727950334549,0.16355788707733154,0.055756039917469025,0.1171840950846672,0.08924414217472076
182405,8.397193596465513e-05,2.020985675699194e-06,0.1086805984377861,0.041719112545251846,0.012161471880972385
182423,0.0003417413972783834,0.0008806368568912148,0.6113852858543396,1.509358332763e-10,0.0004203441203571856
182438,0.9999994039535522,1.0,1.0,1.0,0.5263773202896118
182495,4.606400642328222e-15,0.0906282588839531,0.00047895743045955896,0.005912655033171177,0.6058009266853333
182522,4.099015349368074e-09,0.9996258020401001,0.9638911485671997,0.9309194087982178,0.7149742245674133
182535,0.17209775745868683,0.00021927410853095353,0.621648371219635,0.022893162444233894,0.055956773459911346
182539,0.9912790656089783,0.9999988079071045,0.9605234861373901,0.949432373046875,0.6505626440048218
182557,0.0004921555519104004,0.5362945199012756,0.34037482738494873,0.10278712213039398,0.08389081805944443
182560,0.02742309309542179,0.23557278513908386,0.009819473139941692,1.0,1.962647502296022e-06
182562,0.42593955993652344,0.3801490366458893,0.5180509686470032,0.7372167110443115,0.47554513812065125
182576,0.9987456798553467,0.9997079968452454,4.629467775602693e-19,0.9999089241027832,7.445298175721982e-13
182681,5.698192054658835e-18,5.7124438512801134e-08,9.547513400320895e-06,1.6771672939341897e-09,5.002416327850277e-14
182693,1.09789125417592e-05,0.016130441799759865,5.524123480427079e-06,0.013979129493236542,0.001777244033291936
182863,4.620802407373503e-09,0.01404112484306097,0.555705726146698,0.0004468394035939127,0.00011221923341508955
182879,0.9997522234916687,1.0,0.9809964895248413,0.9999339580535889,0.5290647149085999
182973,1.880560185567538e-21,6.6880472141602355e-15,0.3290853202342987,0.004893634933978319,1.6532500040805248e-22
182974,0.044380076229572296,0.11331312358379364,0.0070085120387375355,0.20369763672351837,5.08213929606427e-07
182978,0.0127924345433712,1.0,0.00024487214977853,0.0005504001164808869,9.86262893576395e-09
182982,3.225942259090127e-14,4.4419554839914e-11,0.015624566935002804,0.0003424589231144637,9.360700232718955e-07
182984,1.8071409646491787e-10,0.004631507210433483,9.805358422454447e-05,0.011938094161450863,0.1716993749141693
182987,0.001325175049714744,0.4814813435077667,0.5039393901824951,0.4110713303089142,0.014171887189149857
182997,0.1023588478565216,0.02074042707681656,0.1927330642938614,0.44509559869766235,0.30607619881629944
182999,8.506239623784495e-07,0.4076262414455414,0.1422112137079239,0.35029855370521545,0.26368507742881775
183002,2.2693318787990324e-36,7.722976421312773e-17,1.6159833081440924e-35,1.2101161013014631e-29,7.064642773002561e-07
183022,0.9878783822059631,0.9656756520271301,0.1112557053565979,0.9999620914459229,0.9976806640625
183025,7.097377238096669e-05,1.6447340180341524e-13,0.009453224018216133,1.3009820577281062e-05,6.828884124843171e-08
183030,0.9111608862876892,0.9739465117454529,0.7549239993095398,0.5432693362236023,0.5578775405883789
183195,0.7946776747703552,1.0,0.6220452785491943,0.9990756511688232,0.9831294417381287
183202,0.8424879908561707,0.7092370986938477,0.4750688076019287,0.38665783405303955,0.9476497769355774
183234,1.4585039025405422e-06,0.36429306864738464,0.7699167728424072,0.9426741003990173,0.8855372667312622
183303,2.2165492552517208e-08,0.007711634039878845,0.24480368196964264,0.0002842145913746208,0.0009606063831597567
183313,0.3519223928451538,0.024065973237156868,0.2609844207763672,0.4462737441062927,0.20742769539356232
183354,9.259145372197963e-06,0.028378285467624664,8.069199708415908e-08,0.2420004904270172,0.005518004298210144
183441,2.5609818710137233e-09,3.929845001932747e-13,0.4440675377845764,0.0006120376056060195,8.743022039854609e-13
183449,0.0414467453956604,0.0602288544178009,0.6165471076965332,0.9723225831985474,0.8047631978988647
183452,0.9831523895263672,0.9326030611991882,0.004482967779040337,0.994229793548584,0.9863594174385071
183458,0.9999996423721313,1.0,0.9929995536804199,1.0,0.9899955987930298
183644,3.4917277957902115e-07,8.256310684373602e-05,1.1916517550503158e-08,0.006145296152681112,0.00034282708656974137
183692,0.002291886368766427,0.9201564192771912,3.2455935161657123e-10,0.979162335395813,1.3621846706168839e-11
183700,0.9998090863227844,0.9739099740982056,0.9638911485671997,0.9945880174636841,0.9594911932945251
183704,5.398835156711357e-09,0.8777349591255188,0.9774353504180908,0.5558629631996155,0.8264554738998413
183713,0.9930926561355591,0.9993941783905029,0.9638911485671997,0.8808727860450745,0.9414269924163818
183717,0.9989091157913208,0.9668527841567993,0.9778344631195068,0.9684540033340454,0.9731065034866333
183721,1.1169519353870783e-07,0.0006124495412223041,0.45676445960998535,0.4499049186706543,9.998884343076497e-05
183723,0.37938806414604187,0.010337027721107006,0.0004321947053540498,0.4319201111793518,0.5290647149085999
183725,0.999982476234436,0.9925925135612488,0.9638911485671997,0.9818651080131531,0.982435941696167
183727,6.249634765254086e-08,9.123958370511193e-14,0.01843857765197754,2.813223253254806e-14,9.41914189873938e-16
183729,7.952211308293045e-05,0.005813429597765207,2.4183497218666083e-11,0.9999984502792358,1.8706131754697708e-08
183732,0.13701435923576355,0.22457639873027802,0.7953705191612244,0.4138471186161041,0.9388503432273865
183760,6.956349807296647e-06,0.55568528175354,0.42943114042282104,0.3653571903705597,0.9563237428665161
183763,0.07743998616933823,0.6784406304359436,0.945106029510498,0.5325897336006165,0.7871881723403931
184021,0.9999722242355347,0.9271868467330933,0.916717529296875,1.0,0.7762320041656494
184023,9.722569678777041e-27,1.944147546842788e-26,1.9656170788251437e-11,0.004176286514848471,4.928287288875357e-19
184038,0.17997553944587708,0.0035319775342941284,0.008018208667635918,0.001500569051131606,0.00019057952158618718
184042,0.00042303866939619184,0.0036048719193786383,0.02587360329926014,0.18095773458480835,5.223518019192852e-05
184044,0.9992604851722717,0.719825267791748,4.036353686842631e-07,0.9906460046768188,0.966401219367981
184051,0.45637276768684387,0.5162240266799927,0.9242491126060486,0.3786415159702301,0.5442768335342407
184157,0.9796932935714722,0.9993854761123657,0.996432900428772,0.024259528145194054,0.9621037840843201
184170,5.703276474378072e-05,0.009734072722494602,0.6215832829475403,0.330971896648407,0.34267115592956543
184174,8.89821421878878e-06,0.0012491096276789904,0.5596376061439514,0.007696386426687241,0.13430124521255493
184198,6.978888682094208e-16,2.7526150304414687e-13,2.308584754473486e-07,0.01979650929570198,0.017902566120028496
184314,2.6528067400548318e-19,3.7291579991749276e-20,6.273224301134306e-11,6.14042528468417e-06,3.372292896319795e-12
184323,1.0,1.0,0.9918144345283508,0.9712244272232056,0.997988224029541
184325,0.6333633065223694,0.49695777893066406,0.9372855424880981,0.9997448325157166,0.9866863489151001
184347,0.9737529158592224,0.8266715407371521,0.7742254137992859,0.6882362961769104,3.590136898878882e-08
184381,0.0017346027307212353,0.8296933770179749,0.6968548893928528,0.9704514145851135,0.7075027823448181
184399,0.9999439716339111,0.9841116666793823,0.9638911485671997,0.9999923706054688,0.9849985241889954
184484,0.26419034600257874,0.0644708126783371,0.594312310218811,0.30822065472602844,0.024622546508908272
184660,0.9999986886978149,0.9382427334785461,0.9638911485671997,0.9988755583763123,0.9950567483901978
184663,0.9822661876678467,0.9982284903526306,0.5972508788108826,0.6441126465797424,0.9016715884208679
184673,1.0,0.9999971389770508,0.7657240629196167,0.9644397497177124,0.9999525547027588
184678,1.0,0.9920755624771118,0.9999994039535522,1.0,0.9991920590400696
184703,1.0,1.0,6.35780453837119e-20,1.0,0.9587060809135437
184734,1.0,0.9999613761901855,1.0,1.0,1.0
184742,1.0,0.9999984502792358,0.9999996423721313,1.0,0.9654010534286499
184749,0.06651134043931961,0.12968367338180542,0.19281689822673798,0.9014672636985779,0.7421711683273315
184765,0.9999372959136963,1.0,1.0,1.0,0.9954949617385864
184795,3.987789102839062e-13,0.001974429003894329,0.006131605710834265,0.20891529321670532,0.4298277199268341
184796,0.3783194124698639,0.0600607730448246,0.46757441759109497,0.6217110753059387,0.5363349318504333
184850,0.9430695176124573,0.9808411002159119,0.3666183352470398,0.9568561911582947,0.936937153339386
184965,0.9999947547912598,1.0,0.9638911485671997,0.9890283346176147,0.9836079478263855
184969,0.999052107334137,0.9999995231628418,0.9999958276748657,0.9908263087272644,0.999098539352417
184986,0.16681765019893646,0.6106690168380737,0.814612627029419,0.220952108502388,9.516201160408855e-09
185009,0.9987004995346069,1.0,0.9999998807907104,1.0,0.999987006187439
185025,0.08994659781455994,0.4747733175754547,0.6700008511543274,0.2391493022441864,0.12389302998781204
185040,2.6757552618050795e-08,8.9038941553099e-08,0.7259555459022522,0.528367280960083,0.4637804925441742
185048,1.875014419283616e-07,0.014487845823168755,3.9231631490110885e-06,9.896445590129588e-06,1.8326867801121693e-12
185067,0.9998693466186523,0.9821217060089111,0.6871269345283508,0.32504841685295105,0.950981080532074
185204,0.001756488112732768,0.044741541147232056,0.5843605399131775,0.3460589647293091,0.05057923123240471
185221,5.611989908663459e-18,3.789923397831412e-19,3.2020303834638664e-13,0.0001074103856808506,8.56043392579616e-17
185238,1.555800810176724e-14,7.816927098978179e-19,4.0663139188921203e-22,8.263414952303094e-10,3.793677871843926e-11
185239,2.4772325559752062e-05,0.5943374037742615,0.45673665404319763,0.4289039671421051,5.876690920558758e-07
185379,0.0013888591201975942,7.32711214293004e-14,0.023706264793872833,5.455861810332863e-06,3.256542913732119e-05
185384,0.9726570844650269,0.9277081489562988,0.5414819717407227,0.9999725818634033,0.9992856383323669
185385,0.8398907780647278,0.9976054430007935,0.37143296003341675,0.9987529516220093,0.9999680519104004
185387,0.9999966621398926,0.9858188033103943,0.9660310745239258,0.9999438524246216,0.9799016714096069
185391,0.002291809068992734,0.7728448510169983,0.5216863751411438,0.23552176356315613,0.9664883017539978
185394,0.9850139021873474,0.9602431058883667,0.996538519859314,0.9999984502792358,0.9379411339759827
185569,0.01591530628502369,0.008582588285207748,0.6194747686386108,0.24821937084197998,0.632743239402771
185583,0.9987223744392395,0.9959716200828552,0.9775035381317139,0.9822779893875122,0.9983524084091187
185676,0.9998569488525391,0.9999986886978149,0.9355000853538513,0.9741220474243164,0.9224944114685059
185683,1.0,3.1523397225896588e-09,1.0,1.0,0.9999955892562866
185734,0.9996576309204102,0.9999967813491821,0.9973981380462646,1.0,0.9999896287918091
185736,0.9977691173553467,1.0,0.9980875849723816,0.9974760413169861,0.9995073080062866
185740,0.6381186842918396,0.49462980031967163,0.9995443224906921,0.9999377727508545,0.8810151815414429
185748,0.6617717146873474,0.700264036655426,0.9827544093132019,1.0,0.9999995231628418
185827,0.018702413886785507,0.007205014582723379,0.4212331473827362,0.3685077428817749,0.21305400133132935
185836,8.801235651390016e-08,1.1466122487036046e-06,1.594075365574099e-05,0.008864758536219597,4.418642220116453e-06
185849,0.08127392828464508,0.008758658543229103,4.566240477288375e-06,0.001232351060025394,8.197866208092819e-08
185935,0.9998626708984375,0.3951445519924164,0.9938299059867859,0.9923946857452393,0.8732176423072815
185944,0.999417781829834,0.6817418932914734,5.010695747209581e-10,0.4770750403404236,0.7366294860839844
185968,0.00021263925009407103,0.9997196793556213,0.9638911485671997,0.9912354946136475,0.9828094840049744
185969,0.6617717146873474,0.9746896624565125,0.9950096607208252,1.0,0.6866200566291809
185970,1.0,0.9975034594535828,0.9998742341995239,0.9999998807907104,0.9991251826286316
185972,0.6617717146873474,0.9746896624565125,0.9950096607208252,1.0,0.6866200566291809
185974,9.246154742201799e-17,7.621919735356641e-07,1.4122011936582024e-12,0.7669779658317566,0.0002905955188907683
185975,1.0614122216440354e-16,0.999624490737915,4.4755884618194786e-23,0.9992164373397827,4.771625006602014e-15
185977,0.7738405466079712,0.004556520376354456,0.6892945170402527,0.6395092606544495,0.2755618393421173
186091,0.9993498921394348,0.7381364107131958,1.6857768653233407e-11,0.4431455731391907,0.9690425395965576
186092,1.0,0.9982197880744934,0.9638911485671997,0.4826059937477112,0.9899515509605408
186096,0.7760578989982605,1.0,0.9254295229911804,1.0,0.7511115074157715
186155,0.999819815158844,1.0,1.0,1.0,1.0
186156,1.0,1.0,1.0,1.0,0.9999957084655762
186167,0.946844220161438,0.3542379140853882,0.7923194766044617,0.45360836386680603,0.8621916174888611
186239,8.102880144633673e-09,4.436151890274687e-09,0.012839223258197308,1.0,3.097699664067477e-05
186276,4.4049997427464405e-07,0.016063373535871506,0.03442029654979706,8.025912165976479e-07,0.003837093710899353
186280,0.9992062449455261,0.8261727690696716,0.6306138634681702,0.9101914167404175,0.454950213432312
186281,3.360229925419844e-07,0.005790125112980604,0.6077898740768433,1.4607213643103023e-06,0.00017829373246058822
186346,0.43994706869125366,0.43872225284576416,0.462971955537796,0.5037533044815063,0.22495250403881073
186348,0.9044393301010132,0.9369487166404724,0.42446887493133545,0.9755977392196655,0.9999370574951172
186349,0.0038830600678920746,0.8702039122581482,0.4719628393650055,0.3952430784702301,0.8252437710762024
186387,0.7438408136367798,0.9999978542327881,0.9998941421508789,0.99994957447052,0.8073846101760864
186389,1.0,1.0,1.0,1.0,1.0
186512,0.6617717146873474,0.9786477088928223,0.9638911485671997,0.9826775193214417,0.9976465106010437
186519,0.9997641444206238,1.0,1.0,1.0,0.9985105395317078
186577,0.9990214109420776,1.0,1.0,1.0,1.0
186581,0.002310399431735277,0.39549776911735535,0.4140305817127228,0.9118459820747375,0.2568960189819336
186626,0.9999841451644897,0.9999470710754395,0.5435027480125427,0.9961475133895874,0.8247126936912537
186634,0.9998263716697693,0.999983549118042,0.48508167266845703,0.5188062191009521,0.9953403472900391
186678,4.253071853033141e-11,0.1144014298915863,0.7471207976341248,0.18496769666671753,0.9011820554733276
186684,0.6617717146873474,0.9737095236778259,0.9945064187049866,0.9998096823692322,0.24242301285266876
186687,0.06761392205953598,0.30552995204925537,5.041126314608846e-06,0.10697618871927261,0.00025257584638893604
186768,1.3864913853467442e-05,9.536765901430044e-06,0.9596863985061646,0.3675198256969452,0.18708579242229462
186811,0.9360427260398865,0.9712771773338318,0.5135340690612793,0.9946894645690918,0.8599552512168884
186812,0.6617717146873474,0.999588668346405,0.7624770402908325,1.0,2.4109794022342257e-12
186815,0.9996521472930908,1.0,0.9638911485671997,0.9928559064865112,0.9999973773956299
186816,0.9999538660049438,1.0,1.0,1.0,1.0
186824,0.9430695176124573,0.9808411002159119,0.3666183352470398,0.9568561911582947,0.936937153339386
186884,4.496254041441716e-05,1.6833092786328052e-07,0.35252588987350464,0.9443985819816589,6.208399281604216e-05
186908,1.0,0.8848332762718201,0.995429515838623,0.9634491205215454,0.9996274709701538
186909,1.0,0.9996132254600525,0.9968761205673218,0.4939979314804077,0.9978031516075134
186917,1.0,1.0,0.9479796886444092,1.0,0.9990023970603943
186955,0.7070500254631042,0.7881391644477844,0.3954637050628662,0.4160224199295044,0.9987039566040039
186970,0.9563544988632202,0.9794628024101257,0.9638911485671997,1.0,0.9999973773956299
186973,1.0,1.0,0.955779492855072,1.0,0.9952648878097534
186975,1.0,1.0,1.0,0.9999998807907104,1.0
187031,5.020078055305043e-22,1.843766586076004e-19,3.338708115498572e-33,0.0005623643519356847,0.0075466870330274105
187081,0.03675445541739464,0.9999533891677856,0.5800831913948059,0.9991511106491089,0.33566147089004517
187085,0.9938943982124329,0.6042541861534119,0.9856087565422058,0.460016667842865,0.32883700728416443
187104,0.9995253086090088,0.9998766183853149,1.0,1.0,0.9982359409332275
187110,0.9999666213989258,0.9971576929092407,0.9638911485671997,0.9999955892562866,0.9955741167068481
187116,1.0,0.999998927116394,1.0,1.0,1.0
187129,0.9999760389328003,0.9811697602272034,0.9713096618652344,0.9999998807907104,0.9939893484115601
187241,0.9425839781761169,0.9986830353736877,0.9984509944915771,0.9996460676193237,0.9636319875717163
187259,0.7229080200195312,0.8132492899894714,0.8813722729682922,0.9389492273330688,0.9969097971916199
187283,0.9714525938034058,0.999993085861206,0.9999996423721313,0.5346994400024414,0.9998584985733032
187294,0.9563544988632202,0.9794628024101257,0.9638911485671997,1.0,0.9999973773956299
187366,0.9237996339797974,0.9963617920875549,0.4348052740097046,0.7236144542694092,0.9512430429458618
187369,0.9999973773956299,8.332010315745356e-17,4.2959965249609374e-15,0.9583977460861206,2.3838458318437006e-08
187462,0.002714425092563033,0.47227609157562256,0.0768614411354065,0.45837247371673584,0.6698805093765259
187471,0.9996281862258911,0.9995765089988708,1.0,1.0,0.9943059086799622
187473,1.0,0.9999996423721313,1.0,1.0,0.9526938199996948
187481,0.9999760389328003,0.9811697602272034,0.9713096618652344,0.9999998807907104,0.9939893484115601
187560,0.9999760389328003,0.9811697602272034,0.9713096618652344,0.9999998807907104,0.9939893484115601
187605,2.542442066610657e-14,0.013929356820881367,3.701063178596087e-05,0.1709630936384201,0.945613443851471
187607,0.9999850988388062,0.9999862909317017,0.9607064127922058,0.9999998807907104,0.9983533620834351
187624,0.9317440390586853,0.999632716178894,0.9659268260002136,0.9999996423721313,0.5290647149085999
187625,0.036877039819955826,0.3833734095096588,0.6090272068977356,0.7385320067405701,1.163154320238391e-05
187689,0.9999990463256836,0.9902612566947937,0.9670817255973816,0.9818065166473389,0.9932378530502319
187778,0.011409025639295578,0.3113848865032196,0.2808656692504883,1.0,0.11765643954277039
187786,8.782769782555988e-07,0.9987447261810303,0.9638911485671997,0.4751860797405243,0.9995867609977722
187791,0.9984992742538452,0.9029305577278137,4.3373961919942333e-14,0.21118275821208954,0.9235484600067139
187810,0.8695371747016907,0.7670570015907288,0.8597919940948486,0.9620029330253601,0.9934875965118408
187851,0.9430695176124573,0.9808411002159119,0.3666183352470398,0.9568561911582947,0.936937153339386
187926,0.9999994039535522,1.0,0.9999982118606567,1.0,0.9999831914901733
187976,0.4676378667354584,1.0,0.6331156492233276,0.9996457099914551,0.9948586225509644
187981,0.9669246673583984,0.9493861794471741,0.9818037748336792,0.4153403043746948,0.900136411190033
187984,0.9669246673583984,0.9493861794471741,0.9818037748336792,0.4153403043746948,0.900136411190033
188034,0.9998090863227844,0.9739099740982056,0.9638911485671997,0.9945880174636841,0.9594911932945251
188035,0.9759997129440308,0.9618229269981384,0.09968897700309753,0.610566258430481,0.9769417643547058
188084,2.470615378946661e-10,0.015056230127811432,0.4378367066383362,0.0009636410395614803,0.0002373250899836421
188092,0.7320584058761597,0.9997639060020447,0.8956038355827332,0.9782266020774841,0.8625750541687012
188093,0.7493851780891418,0.850019097328186,0.6023741960525513,0.8255197405815125,2.334527293701427e-10
188124,0.9639518857002258,0.9974944591522217,0.9964675903320312,0.9909583330154419,0.9982624650001526
188128,0.9999738931655884,1.0,1.0,1.0,1.0
188141,0.9998016953468323,0.9973426461219788,1.0,0.9024550914764404,1.0
188146,0.8695371747016907,0.7670570015907288,0.8597919940948486,0.9620029330253601,0.9934875965118408
188149,0.9669246673583984,0.9493861794471741,0.9818037748336792,0.4153403043746948,0.900136411190033
188172,0.004592642188072205,0.0018796634394675493,0.6063461303710938,0.00026533679920248687,0.0326908603310585
188225,0.7320993542671204,0.9999120235443115,0.9999995231628418,1.0,0.9999988079071045
188227,0.9999674558639526,1.0,0.9558202028274536,1.0,0.999987006187439
188232,0.8583728075027466,0.978897213935852,0.97719806432724,1.0,0.9767479300498962
188361,1.0,0.9999992847442627,1.0,1.0,0.9921839833259583
188362,1.0,0.9999973773956299,1.0,1.0,0.972285270690918
188393,1.0,1.0,1.0,0.9999998807907104,1.0
188431,2.7119037622678235e-21,4.777209160642294e-18,1.6884274373296648e-05,7.698928129684646e-06,4.934894421123385e-25
188503,0.9607886075973511,0.3035944402217865,0.6147666573524475,0.9660384058952332,0.9278950095176697
188504,0.8962428569793701,0.9460129141807556,0.6473720669746399,0.9560236930847168,0.006978543940931559
188505,0.9999426603317261,0.9710737466812134,0.5935231447219849,0.9999972581863403,0.9958131909370422
188578,0.9996281862258911,0.9995765089988708,1.0,1.0,0.9943059086799622
188579,0.9996281862258911,0.9995765089988708,1.0,1.0,0.9943059086799622
188581,0.9996281862258911,0.9995765089988708,1.0,1.0,0.9943059086799622
188582,1.0,0.996326744556427,1.0,0.9998519420623779,0.6018493175506592
188618,0.6483587622642517,0.9999790191650391,3.3443450320191914e-06,1.0,0.5170885324478149
188620,0.9999998807907104,1.0,1.0,1.0,1.0
188651,0.9999967813491821,0.9996862411499023,0.9638911485671997,0.9999909400939941,0.6792416572570801
188653,0.07471928745508194,0.7191822528839111,0.44623878598213196,0.9245455265045166,0.6758097410202026
188700,0.9918587803840637,0.00038104536361061037,0.8449699282646179,0.9923703670501709,1.3679979458253166e-12
188703,0.9990659356117249,0.9997912049293518,1.0,0.9999521970748901,0.933804452419281
188709,0.24891313910484314,0.4956202208995819,0.1770053654909134,0.46648192405700684,0.4229184687137604
188710,0.19221335649490356,0.05435648187994957,0.3879520893096924,0.32192671298980713,0.07871821522712708
188807,0.9920364022254944,0.8626916408538818,0.6392123699188232,0.9832150340080261,0.000427818187745288
188820,0.9985167384147644,0.996773898601532,0.9835383296012878,0.9999974966049194,0.9885156154632568
188822,0.2234102040529251,0.994047999382019,0.00019192368199583143,0.9634339809417725,0.9076611399650574
188827,0.001484970678575337,0.9561764597892761,0.9703347682952881,0.9964104294776917,0.0025806156918406487
188828,0.9992297887802124,0.005889661144465208,0.999996542930603,0.9887668490409851,0.2875651717185974
188858,0.13701435923576355,0.22457639873027802,0.7953705191612244,0.4138471186161041,0.9388503432273865
188861,0.9977413415908813,0.9171460270881653,0.9999644756317139,1.0,0.8513124585151672
189244,0.9711520075798035,0.9995275735855103,0.621951699256897,0.9617440700531006,0.9583742022514343
189285,0.536345899105072,0.9999698400497437,0.9998821020126343,0.9998337030410767,0.9999750852584839
189288,0.9871009588241577,0.9986587762832642,0.9638911485671997,0.9983521699905396,0.9865814447402954
189290,0.9999979734420776,1.0,0.9618930816650391,0.9999994039535522,0.9998539686203003
189293,1.0,1.0,1.0,1.0,0.9997866749763489
189322,5.056869636574368e-13,2.1081735195402052e-17,0.9638911485671997,1.0823872353959985e-10,2.2626525284834766e-19
189329,0.9985139966011047,0.9626744985580444,0.9419578909873962,0.9999995231628418,0.9999672174453735
189330,0.9926596283912659,0.9962430000305176,0.9962121248245239,0.9884471297264099,0.9261887073516846
189333,0.9998650550842285,0.9669293165206909,0.6283589005470276,0.999921441078186,0.9998645782470703
189336,0.9981527924537659,0.7340941429138184,0.9856557846069336,0.9999402761459351,0.8799290060997009
189425,0.9624704122543335,0.9993199110031128,0.6216524243354797,0.9529743194580078,0.9804912805557251
189432,1.0,1.0,0.9718957543373108,1.0,0.9999990463256836
189436,0.9503764510154724,0.9694333076477051,1.3396120324138394e-10,0.9917834997177124,0.9998195767402649
189440,1.0,0.9998295307159424,0.999998927116394,0.9997275471687317,4.0694462646656995e-23
189444,0.9994732737541199,0.9727617502212524,0.9997922778129578,0.9989548921585083,0.5290647149085999
189484,0.9534215331077576,0.984262228012085,0.5262913107872009,0.2502778172492981,0.0007512000156566501
189493,0.9999724626541138,0.9998860359191895,0.8304527997970581,0.9630873203277588,8.213969522330444e-07
189497,1.0,0.9999997615814209,0.9992930889129639,1.0,0.9802567362785339
189499,1.0,1.0,0.9638911485671997,1.0,1.0
189501,0.9971412420272827,0.9786368608474731,0.9185723066329956,0.9998177886009216,2.9819360956168106e-12
189508,1.0,1.0,0.9843384623527527,1.0,0.9993483424186707
189539,0.9999761581420898,0.9999527931213379,0.9999998807907104,0.9940179586410522,0.9998003840446472
189540,0.9819964170455933,0.9991488456726074,0.9995593428611755,1.0,0.9995582699775696
189565,0.9987565279006958,0.9922715425491333,0.9999330043792725,1.0,0.9999161958694458
189592,0.5047674179077148,1.0,0.9999861717224121,1.0,0.8708056807518005
189595,0.9686356782913208,0.9999996423721313,0.999998927116394,0.9999836683273315,0.9556248784065247
189597,0.8139693737030029,0.749721348285675,0.3137988746166229,0.9991827607154846,0.9979238510131836
189598,2.4413865682115106e-31,5.411332743237746e-23,0.9983591437339783,0.9255297183990479,2.983173708059894e-10
189599,0.9998167157173157,0.9703612327575684,0.9638911485671997,0.9981192946434021,0.9960856437683105
189654,0.11078900843858719,1.4949278011044953e-06,0.3636953830718994,0.052905552089214325,0.5290647149085999
189866,0.020311230793595314,0.006439835298806429,0.3125395178794861,0.5827831625938416,0.2661210000514984
189872,1.0,1.0,1.0,1.0,0.999991774559021
189904,1.0,1.0,0.9996566772460938,1.0,0.8580521941184998
189907,0.26323696970939636,0.0011729543330147862,0.6726227402687073,0.35687559843063354,0.0409204326570034
189966,0.020300928503274918,0.9996312856674194,0.9638911485671997,0.9881377816200256,0.9832547307014465
189968,0.9990647435188293,1.0,1.0,0.7775259017944336,0.9767489433288574
189970,0.9999924898147583,1.0,1.0,0.9999997615814209,0.9537195563316345
189972,0.748332142829895,0.9006173014640808,0.6254706382751465,0.4479579031467438,0.8620018362998962
189973,0.3567538857460022,0.9406800270080566,0.9958441853523254,0.8612585067749023,0.760787308216095
189974,1.613697866298258e-20,1.599815901538543e-19,6.832784829290151e-18,6.077914203913273e-36,4.838213044422446e-06
189980,0.9265322685241699,0.853754997253418,0.9917563199996948,0.996651828289032,0.5290647149085999
189981,1.0,0.9981204867362976,0.999894380569458,0.9913997650146484,0.9893622994422913
189982,0.9874958992004395,0.9981703758239746,0.9995012283325195,0.7546785473823547,0.7319861650466919
189987,0.2806834578514099,0.0006930681993253529,0.43221694231033325,0.401981383562088,0.1162838339805603
190020,1.0,1.0,1.0,1.0,0.9995935559272766
190023,0.36152026057243347,5.274495062934648e-09,0.9862048029899597,0.9615465402603149,0.4378666877746582
190339,0.9999990463256836,1.0,1.0,1.0,0.9999985694885254
190340,0.9999998807907104,0.9999986886978149,1.0,1.0,0.9977472424507141
190345,1.0,0.9737662672996521,0.9999998807907104,1.0,1.0
190350,1.0,1.0,0.9999973773956299,1.0,1.0
190351,1.0,1.0,0.9995723366737366,1.0,1.0
190355,0.998363196849823,2.868976063663542e-11,0.9984431862831116,0.9965646862983704,0.2401149868965149
190361,1.0,1.0,0.9821943044662476,0.9995594620704651,0.8356652855873108
190363,1.0,0.9999983310699463,0.3476024568080902,0.9932889342308044,0.9547201991081238
190371,0.9907422661781311,0.999815046787262,6.033418685547076e-05,0.9624167084693909,0.9789571166038513
190458,0.998457670211792,1.0,1.0,1.0,0.9889637231826782
190460,0.9133177399635315,0.05631933733820915,0.20939069986343384,0.36435315012931824,0.5290647149085999
190716,0.9624704122543335,0.9993199110031128,0.6216524243354797,0.9529743194580078,0.9804912805557251
190720,0.999739944934845,0.9999825954437256,0.823818027973175,0.9970244765281677,0.9999910593032837
190727,0.9381694197654724,0.9665356278419495,0.5401982665061951,0.9927759170532227,0.9974988102912903
190730,0.6617717146873474,0.6814985871315002,0.24373550713062286,0.5023896098136902,0.5290647149085999
190732,0.9951270818710327,1.0,0.9999676942825317,1.0,0.9999866485595703
190740,0.999693751335144,0.999994158744812,0.9638911485671997,0.9647833704948425,0.9940641522407532
190741,1.0,1.0,1.0,1.0,0.9999967813491821
190748,0.9999972581863403,1.0,0.9999936819076538,1.0,0.9999940395355225
190757,4.202602155167767e-10,0.9100058674812317,0.7810825705528259,0.9724149107933044,8.634509072180663e-07
190761,0.9999995231628418,0.9999998807907104,1.0,1.0,0.979764997959137
190764,0.9996447563171387,0.9845219850540161,0.9999305009841919,0.9999998807907104,0.8915198445320129
190765,1.0,1.0,0.9953302145004272,0.999765932559967,0.9998527765274048
190766,0.9976874589920044,1.0,1.0,1.0,0.9969114661216736
190778,0.9273976683616638,0.9996258020401001,1.0,1.0,1.0
190785,0.9999972581863403,1.0,0.8274854421615601,0.9985344409942627,0.9999992847442627
190787,0.9998975992202759,0.999883770942688,0.9506460428237915,0.0012936185812577605,0.9869313836097717
190792,0.5417829155921936,0.9995811581611633,0.6110743284225464,0.16560253500938416,0.8969563841819763
190929,1.0,1.0,1.0,1.0,0.9996224641799927
